id_tweet,lang,tweet,size,task1,task2,IDEOLOGICAL_INEQUALITY,STEREOTYPING_DOMINANCE,OBJECTIFICATION,SEXUAL_VIOLENCE,MISOtGYNY_NON_SEXUALVIOLENCE,UNKNOWN,NONE
102412,es,huy lloran mil millones dejaron internet estudiar merece s internet ud publicando maricadas uribestias face with tears of joy rolling on the floor laughing,40,NO,-,0,0,0,0,0,0,1
102413,es,eak charro xq merece viva xico mexico sparkles fhsworlddomination fhsz fhs,14,NO,-,0,0,0,0,0,0,1
102414,es,si merece rcel digo dec an cen pri despu caro sali alazraki pobre trabajo entrego meade jajajaja jajajajacu ntales alazraki ten as miedo hicieran pri stas,50,NO,-,0,0,0,0,0,0,1
102415,es,rascuache respuesta tan s incivilizada inteligente usted transparenta pies cabeza saludos ora usted merece respeto ser mujer ora seguro madre alguien,35,YES,DIRECT,0,4,2,0,0,0,0
102416,es,ora merece escarnio impresentable inaudito tema agenda presidencial qu nivel,19,YES,DIRECT,0,1,1,0,0,0,0
102417,es,insultar davinci merece bloqueo nunca imagin leer comentarios ibai,18,NO,-,0,0,0,0,0,0,1
102418,es,naaah cadena perpetua significa exactamente justicia habl cumplirla viola derecho humano alguno hicieron viejitos merece clemencia,28,NO,-,0,0,0,0,0,0,1
102419,es,nadie quiere ama merece pena vivir as,10,NO,-,0,0,0,0,0,0,1
102420,es,bloque hace tiempo merece preste menor atenci evitar corajes est loco atar presidente quiso ser infeliz farsante enraged face,36,NO,-,0,0,0,0,0,0,1
102421,es,hueles misandria verdad face in clouds,9,YES,DIRECT,0,2,1,0,0,0,0
102422,es,sacaste videos violaciones misandria lesbiana,17,YES,DIRECT,0,2,1,0,0,0,0
102423,es,felicidades parte problema representas ning movimiento est favor derechos ser humano misandria tambi problema grave debes cuestionar educar tan dif cil,37,YES,JUDGEMENTAL,0,0,1,0,0,0,0
102424,es,mujeres misandria van primaria fast down button,15,YES,DIRECT,0,2,0,0,0,0,0
102425,es,misandria tan xica machismo,9,NO,-,0,0,0,0,0,0,1
102426,es,abandonamos heterosexualidad monogamia abrazamos s nunca misandr,15,NO,-,0,0,0,0,0,0,1
102427,es,asumo misandr pues mismo prejuicios base criterios eligi cabida stos tiempos cuestionarlo nimo generaciones nuevas est haciendo mejor,39,NO,-,0,0,0,0,0,0,1
102428,es,vale pues cambiala misandria,9,NO,-,0,0,0,0,0,0,1
102429,es,tw misandria,4,NO,-,0,0,0,0,0,0,1
102430,es,hoy dejo ser var trans elegir camino misandria,13,YES,DIRECT,0,2,1,0,0,0,0
102431,es,pat tico aliade misandria kil metros cogio hablando pendejadas quedar bien puberta odiadora quierete vale becerro,31,YES,DIRECT,0,0,0,0,0,0,0
102432,es,firma bad bunny tatuada cancelamos misandria,11,NO,-,0,0,0,0,0,0,1
102433,es,hipocres comercio trata hombres asesinos violentos deja periodistas ora trujillo ora rosero expresen misandria ahora feliz nota solo quieren clicks,42,YES,JUDGEMENTAL,0,1,0,0,0,0,0
102434,es,hecho dice misandr woman facepalming light skin tone,10,NO,-,0,0,0,0,0,0,1
102435,es,madre pidi tropecientas cajas bombones hoy empezado repartirlas auxiliares enfermeras nico hombre recibir caja ser doctora misandria viene familia,35,NO,-,0,0,0,0,0,0,1
102436,es,est diciendo si ten trauma simplemente busc ayuda profesional huevos desquit rtelos culpa misandr si problema real debe tratar tal,43,YES,REPORTED,0,0,0,0,0,0,0
102437,es,feminismo da igual todas personasa pesar q ocho veces s asesinados hombres mujeres difunde cifra mujeres asesinadas pide protecci mujeresel feminismo ense misoginia peor crimen misandr placer deber,51,YES,DIRECT,0,0,0,0,0,0,0
102438,es,pajas level internet cosa hace odiar onvres fuerte ora aguantar forma habitual tremenda misandr tendr mayor misoginia actual tho,42,YES,REPORTED,0,2,1,0,0,0,0
102439,es,creo s misandr cosa igual raz n,13,NO,-,0,0,0,0,0,0,1
102440,es,existe misandria tho problema si quieres,11,NO,-,0,0,0,0,0,0,1
102441,es,solo basta breve pasada tl libertario dar cuenta propia misoginia,21,YES,REPORTED,0,1,0,0,0,0,0
102442,es,misoginia ah justo gente meramente reallity show caen mal adentro jaja ando cotorra dando prioridades hacer visible causa solo atacan favs,44,YES,DIRECT,0,2,0,0,0,0,0
102443,es,das cuenta don richiendejo nacho solo molestando demostrar misoginia vulgaridad ning momento metido familia dices mujer est metiendo hombres burro,48,YES,JUDGEMENTAL,0,1,3,0,0,0,0
102444,es,nadie molest canci digamos sorprende grotesco deo hombre blanco trata encadena animales afrolatinos mujeres misoginia racismo est full,42,YES,JUDGEMENTAL,0,3,3,0,0,0,0
102445,es,dios puedo creer misoginia machismo manejan minitas,13,YES,JUDGEMENTAL,0,3,2,0,0,0,0
102446,es,laura intento minimizar presi buscar desviar cu nto gana joseramonlopezbeltran habla solo desesperaci gobierno sino misoginia abunda pa sup renlo,37,YES,REPORTED,0,0,0,0,0,0,0
102447,es,nelson enfade misoginia pretendemos luzcan mujeres inteligentes instruidas si chiste sali mal hacerse comediante salen salen qu van hacer si dar conferencia,48,YES,DIRECT,0,3,1,0,0,0,0
102448,es,si cancelan colectivo lgbt jajaja xq misoginia,14,NO,-,0,0,0,0,0,0,1
102449,es,casi entienden misoginia opini motivo burla ignorancia machismo debe ser tolerado,25,YES,JUDGEMENTAL,0,1,1,0,0,0,0
102450,es,comprobadisimo votos johanna ganaba nakayama discurso parar si misoginia aversi izquierda note xfa skull and crossbones,30,NO,-,0,0,0,0,0,0,1
102451,es,m misoginia comentarios homof bicos anti democracia anti libertad pinochetistas etc etc,13,NO,-,0,0,0,0,0,0,1
102452,es,dice misoginia palazuelos buena oportunidad erradicar misoginia quintana roo poder,28,YES,REPORTED,0,1,0,0,0,1,0
102453,es,misoginia hombres utiliza art culo femenino entonces mujeres aplaudimos coherencia,18,NO,-,0,0,0,0,0,0,1
102454,es,sigue siendo misoginia usen rminos aunque broma,13,YES,REPORTED,0,1,1,0,0,0,0
102455,es,diferencias importantes actitud dialogante autoritaria basada homofobia racismo misoginia duele gente ego smo profe jam votar alguien atente libertad sica estudiantes qu pena,50,YES,REPORTED,0,2,0,0,0,0,0
102456,es,cosa ltima imb cil significa hombre plan mujer trans misoginia interiorizada pues ok mujeres cis verdad us is ignorancia solo ser transfobas red heart,44,YES,REPORTED,0,2,0,0,0,0,0
102457,es,misoginia cristiana jud base est reconocido esquizofr nico saulo tarso pablito amigos homofobia jud tan fuerte david jonat violencia jud est asociada sacrificio ca abel agricultor ganadero culpa clima,43,NO,-,0,0,0,0,0,0,1
102458,es,bajaron video perra balvin youtube mejor mundo solucionaron problemas misoginia vida hijueputa,27,YES,JUDGEMENTAL,0,0,2,0,0,0,0
102459,es,dejen decir chiste primero paso aj si gracioso taylor swift is female manipulator music poquito tweet misoginia,34,YES,JUDGEMENTAL,0,3,1,0,0,0,0
102460,es,mundo va mejorar va decadencia sociedad misma si er mundo erradicado racismo cantos hom fobos tbol creen latam venezuela si har misoginia conductas retr gradas jaja dale viene carro,53,NO,-,0,0,0,0,0,0,1
102461,es,aqu nadie mojigata hacen cosa jajaja,15,YES,JUDGEMENTAL,0,2,2,0,0,0,0
102462,es,personas as ctimas nunca cuentan historia imag nate decidir exponer abusador digan nico queres fama seguidores encima digan mojigatawow person facepalming light skin tone,34,YES,REPORTED,0,3,2,0,0,0,0
102463,es,justo correcto habr seguir luchando puede pedir peras olmo gente limitada tantos paradigmas mojigata har s,29,NO,-,0,0,0,0,0,0,1
102464,es,ay hagas mojigata jajajaja todas sabemos hiciste camara,16,YES,DIRECT,0,2,4,0,0,0,0
102465,es,solo derecha fascista mojigata,7,NO,-,0,0,0,0,0,0,1
102466,es,si definirme pol ticamente cosa bastante tonta cierto dir especie socialista anarquista aspiracional cree izquierda necesita beber s cultura liberal ser s tolerante menos mojigata menos admiradora castros tal,46,NO,-,0,0,0,0,0,0,1
102467,es,cierto trujillo apoyaba macuspano hace evidente ahora sabe equivo casas mojigata mustia daba golpes pecho casados hace vida cuadritos descubres maldad,49,YES,REPORTED,0,2,0,0,0,0,0
102468,es,peor si puta santa santa mojigata,15,YES,REPORTED,0,0,1,0,0,0,0
102469,es,anapaston garciaforreras puto descojonamos face with tears of joy acordamos conocimos anapaston segundos mojigata deseamos mucha suerte joder suerte suerte forrado das compartes smirking face,37,YES,DIRECT,0,2,0,0,0,0,0
102470,es,falta santurrona mojigata,9,YES,DIRECT,0,1,2,0,0,0,0
102471,es,deteste s mundo mujer mojigata dios hagan santas babosas,22,YES,DIRECT,0,3,3,0,0,0,0
102472,es,ojos mojigata ojos puta ojos metiches sign of the horns light skin tone rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing nail polish light skin tone,17,YES,REPORTED,0,0,4,0,0,0,0
102473,es,porqu referencia capitalino si aqu s modernos smiling face siete matrimonios irrelevantes si mojigata,20,NO,-,0,0,0,0,0,0,1
102474,es,do letras quieren hijos versi sexo hija hace tiempo expliqu respondo cada duda sexo naturalidad precisamente mojigata sabe quiero sigo down arrow,52,NO,-,0,0,0,0,0,0,1
102475,es,feliz cumplea mojigata ingeniaste meterte corazones hacernos admirarte felizcumplea osleigh,17,NO,-,0,0,0,0,0,0,1
102476,es,s junta curuchupas empezando pareja mojigata tremenda fichas evasores testaferros deber llamarse comuni diablos,28,NO,-,0,0,0,0,0,0,1
102477,es,si dios ser cruel justo entonces va bendecir intelectual mojigata,17,YES,DIRECT,0,2,3,0,0,0,0
102478,es,pues mil veces putisima mojigata,11,YES,DIRECT,0,2,0,0,0,0,0
102479,es,parece extremadamente mojigata discusi ora medell camin pa menores quintero sobreactuado rid culo,23,YES,REPORTED,0,2,1,0,0,0,0
102480,es,macri cuantos dnu saco imb cil parece mojigata atiende bien hacete pajilla si satisface,21,YES,DIRECT,0,2,3,0,0,0,0
102481,es,feminismo cualquier var arrancan pelos jajjajaj,11,YES,DIRECT,0,3,2,0,0,0,0
102482,es,feminismo dps criticais cualquier mujer hacer gana,16,YES,JUDGEMENTAL,0,3,0,0,0,0,0
102483,es,ole cojones ole aqu espa mucha bandera feminismo pocos cojones dar soluciones,20,YES,DIRECT,0,1,1,0,0,0,0
102484,es,si si si feminismo postureo chico guapete graciosillo importa hecho escarnio blico veces enga ado mentido sufrido desea oye importante est contento,56,YES,REPORTED,0,1,1,0,0,0,0
102485,es,menuda concejala mas reventada feminismo luego mira habla alatz claro guapes nauseated face face vomiting secret,19,YES,DIRECT,0,1,1,0,0,0,0
102486,es,vaya modelito va poder posar espaldas mostrando atributos hacen todas feminismo solo posamos mostrando espalda decir realmente mostramos aburrimiento culpa ser fot grafos encima,43,YES,DIRECT,0,1,4,0,0,0,0
102487,es,trata solo actrices trata mujer general gracias dejarme claro feminismo selectivo feminismo poca empatia victimas,32,YES,REPORTED,0,0,2,0,0,0,0
102488,es,face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy podemos feminismo problema hombre trabajos duros hombre despu malos,29,YES,DIRECT,0,3,1,0,0,0,0
102489,es,feminismo tiras vagos novia jsjsja vida,13,YES,DIRECT,0,0,0,0,0,0,0
102490,es,yolanda diaz carga politicamente vaya si asome patita veras quita protagonismo feminismo va dejar pise,34,YES,DIRECT,0,2,1,0,0,0,0
102491,es,feminismo dice regales vos sos cay tanga perd n,19,YES,DIRECT,0,2,3,0,0,0,0
102492,es,feminismo cr ticas cuerpo comes macho mina re cornuda,21,YES,REPORTED,0,3,2,0,0,0,0
102493,es,jajajssb feminismo quieren pegar mina mirar novio dale gass,16,YES,DIRECT,0,0,1,0,0,0,0
102494,es,polic municipal madrid alertado forma blica aumento casos violaciones sumisi qu mica capital espa,26,YES,REPORTED,0,0,0,0,0,0,0
102495,es,hombre carlota feminismo dar cara violacion gh,13,YES,REPORTED,0,1,0,0,0,0,0
102496,es,feminismo luego escuchas kan st,8,YES,DIRECT,0,1,0,0,0,0,0
102497,es,jajajaj feminismo falta descubrir fubtol femenino mixto ca celebra igual importar qui qui hacen tbol hombres,33,YES,JUDGEMENTAL,0,4,1,0,0,0,0
102498,es,mucha ideolog genero feminismo robaras veces catolicismo sido abusivo ense anzas malas tener valores humanos convivencia,35,YES,REPORTED,0,1,0,0,0,0,0
102499,es,si feminismo lara semana programa eh,14,NO,-,0,0,0,0,0,0,1
102500,es,feminismo ir discotecas sigue poniendo barra libre chicas gratis resume sicamente carnaza hombres face with tears of joy grinning face with sweat,23,YES,DIRECT,0,2,3,0,0,0,0
102501,es,r pida furiosa mujer volante camioneta protagoniz accidentes tr nsito norte barranquilla,20,YES,DIRECT,0,6,1,0,0,0,0
102502,es,mujer volante da paso nadie,11,YES,JUDGEMENTAL,0,6,0,0,0,0,0
102503,es,cuidadooooo mujer volante jajaajajaaajaaaa traduzco franc all jajajaaaaa jaaaaaeste menos hace re rolling on the floor laughing grinning face with sweat grinning squinting face smiling face with open hands,23,YES,DIRECT,0,6,0,0,0,0,0
102504,es,mujeresalvolante ayyy qu novedosa mujer volante freijo mujeres canchas s menos,24,YES,DIRECT,0,5,0,0,0,0,0
102505,es,perd colectivo mal tom remis aire mujer volante bien,17,NO,-,0,0,0,0,0,0,1
102506,es,mujer volante atraviesa paso motociclista,11,YES,DIRECT,0,4,0,0,0,0,0
102507,es,mujer volante decidi grabar falta profesionalismo contratista pintar forma incorrecta nea amarilla carretera une dos municipios,30,NO,-,0,0,0,0,0,0,1
102508,es,mujer volante peligro constante,6,YES,DIRECT,0,5,2,0,0,0,0
102509,es,mujer volante peligro constante jajajajjajsksjajajjajajajajajajsjjsjajajsjsjajajsjjaja siento,9,YES,DIRECT,0,5,0,0,0,0,0
102510,es,peligro vertical traffic light ac bogota montadora horrible si mujer volante intimidan si das money bag rayan automobile escupen roban espejos s,42,YES,REPORTED,0,3,2,0,0,0,0
102511,es,mujer volante casi mismo guaguero motorista dan paso meten terror direccionales,24,YES,DIRECT,0,5,1,0,0,0,0
102512,es,virgenes citando tweet chistecito mujer volante salido casa,22,YES,REPORTED,0,3,0,0,0,0,0
102513,es,sabe mujer volante peligro constante,9,YES,DIRECT,0,4,0,0,0,0,0
102514,es,mujer volante peligro constante eyes clown face clown face,7,YES,DIRECT,0,4,0,0,0,0,0
102515,es,mujer volante camioneta jeep tipo grand cherokee presuntamente desplazarse exceso velocidad arroll dos menores reynosa laroja tamaulipas,28,NO,-,0,0,0,0,0,0,1
102516,es,grupo bolivianas quiere cambiar dicho popular mujer volante peligro constante mujer volante seguridad constante decidieron crear nea transporte conductoras gremio dominado varones,40,YES,REPORTED,0,4,1,0,0,0,0
102517,es,mujer volante peligro constante grinning face with sweat grinning face with sweat grinning face with sweat automobile automobile automobile,10,YES,DIRECT,0,5,1,0,0,0,0
102518,es,dec an women drive mujer volante peligro constante,13,YES,DIRECT,0,6,1,0,0,0,0
102519,es,dir duerme cu ndo conduce viejo dicho mujer volante peligro constante grinning face with sweat grinning face with sweat grinning face with sweat grinning face with sweat,17,YES,DIRECT,0,5,0,0,0,0,0
102520,es,todav dice madre fulano suelta mujer volante peligro constante doy conocido mujeres conducen bastante mejor alg cenutrio,34,YES,JUDGEMENTAL,0,5,0,0,0,0,0
102521,es,profe lucha dec subestimen pibe abuela mujer cil nunca sab c mo pueden reaccionar calle si van abrir boca piensen nica vez reaccion calle fu cu ndo ped filo quiso tocar hija,58,YES,REPORTED,0,3,2,0,0,0,0
102522,es,jajajajajajaja na mujer cil aunque medio pendejas,15,YES,DIRECT,0,3,2,0,0,0,0
102523,es,awada est pida descerebrada inventan notas describen tal modelo mujer cil sumisa machirulos derecha esperan resto,37,YES,DIRECT,0,4,4,0,0,0,0
102524,es,eligieron mujer ciencias tambi mejor raz dicen pq asumen quinteros eligieron ser mujer cil voz mam parece s machista n,43,NO,-,0,0,0,0,0,0,1
102525,es,piensa copiando pez va tener popularidad totalmente equivocada vemos mujer cil sumisa totalmente in til,23,YES,JUDGEMENTAL,0,2,1,0,0,0,0
102526,es,notado ltimamente cualquier relaci dos debe imponer aunque dan cuenta pues hombre cil aburre mujer mujer cil aburre hombre thinking face aqu pregunta qui relaci d cil,46,NO,-,0,0,0,0,0,0,1
102527,es,parece raro siendo mujer docil expresiones amorosas creo autentica winking face,20,NO,-,0,0,0,0,0,0,1
102528,es,filtros vulgar directa valemadrista provoque efecto contrario lugar simplemente mostrarnos tal entonces di cuenta hecho da miedo mostrarme tal mujer cil parezco,47,NO,-,0,0,0,0,0,0,1
102529,es,sorprende mujer cil peleaba medio casa tonter as tipo qui comi pan armaba dios dec an barbaridades pues ok baja autoestima necesita ayuda pensive face,46,NO,-,0,0,0,0,0,0,1
102530,es,miembros poder clan mujer cil agradable comporta modales elegancia espera aguanta echen solo juega bajo mismas reglas medios poder escapar,50,YES,DIRECT,0,2,4,0,0,0,0
102531,es,entrevista igo ram rez haro supuesta thatcher madrile resulta hermano perfecto ejemplo mujer cil hombre,27,YES,DIRECT,0,2,2,0,0,0,0
102532,es,mujer cil salvaje rebelde aut noma oscuridad devora nutre solo aquellos entienden pueden verdaderamente experimentarme,25,NO,-,0,0,0,0,0,0,1
102533,es,ligera impresi hombres est extendiendo nuevo ideal mujer cil alegre da problemas cualquier mujer salga ah despachan nima etiqueta xica,46,YES,JUDGEMENTAL,0,4,4,0,0,0,0
102534,es,parece payasada total clown face interpretar cada gesto cada palabra cada minucia pensar alguien quiere hacer sentir mujer docil permite digan cualquier cosa simplemente complejo inferioridad escondido superalo anda,37,YES,REPORTED,0,4,2,0,0,0,0
102535,es,enga ar s joven face with tears of joy face with tears of joy face with tears of joy crees beatriz guti rrez mujer cil extinguieron hace,25,YES,DIRECT,0,2,5,0,0,0,0
102536,es,anna mucha mujer mejor actriz comediante chris pratt poner mont artificios medio brille obvio nueva mujer mujer cil sumisa vamos buscada posta,44,YES,JUDGEMENTAL,0,4,2,0,0,0,0
102537,es,tan altanera habladora resulta ser mujer cil final sorpresa llevado s amenaza menos punto golpes mundo creo qu puedas dejarme,45,YES,DIRECT,0,2,2,0,0,0,0
102538,es,busts in silhouette capacitaci pol tica raised fist light skin tone large orange diamond explic qu derechos humanos importancia relaci marzo madres abuelas plaza mayo lucha rompieron paradigma mujer docil doblegable raised fist light skin tone,44,NO,-,0,0,0,0,0,0,1
102539,es,mujer cil esp ritu santo,7,YES,JUDGEMENTAL,0,4,1,0,0,0,0
102540,es,mujer docil hacendosa misericordiosa timida rolling on the floor laughing,8,YES,DIRECT,0,3,4,0,0,0,0
102541,es,parece per atractiva mujer empoderada tome decisiones titubear heart with arrow,13,YES,JUDGEMENTAL,0,2,1,0,0,0,0
102542,es,obvio barba capaz tirar amamos mujer empoderada deja crecer vellos,21,YES,JUDGEMENTAL,0,2,4,0,0,0,0
102543,es,mujer empoderada hace place place aunque topicazo maruja oiga,18,YES,DIRECT,0,2,1,0,0,0,0
102544,es,veces siento mujer empoderada luego pasa,12,NO,-,0,0,0,0,0,0,1
102545,es,dolor cabeza tan feo as puedo ser mujer empoderada productiva angry face,16,NO,-,0,0,0,0,0,0,1
102546,es,verdadera mujer empoderada feminista ovarios bien puestos aprendan pa ueludas,14,YES,DIRECT,0,1,1,0,0,0,0
102547,es,senadora vox organizaci pol tica extremista corte nacionalista usted ejemplo mujer empoderada act consecuencia retire apoyo alianza favorece democracia mexicana,34,NO,-,0,0,0,0,0,0,1
102548,es,gusta madrugar bueno habr ser mujer empoderada independiente,14,NO,-,0,0,0,0,0,0,1
102549,es,broma favor sacar machista macarra mueble programa favor aguanta cris mujer empoderada digiere pobre sandra,32,YES,JUDGEMENTAL,0,1,2,0,0,1,0
102550,es,jajajajajajajaja ser mujer empoderada contestar m married carrazo pregunten what do you do for living,24,YES,DIRECT,0,3,1,0,0,0,0
102551,es,rosario montes total mujer empoderada poca flexed biceps medium light skin tone rolling on the floor laughing pasiondegavilanes,14,NO,-,0,0,0,0,0,0,1
102552,es,gust actitud per madura afrontar cosas toda mujer empoderada independiente consecuencias podr causar relaci b admito primera vez veo serie decepcion dijera inicio beso,52,YES,JUDGEMENTAL,0,1,2,0,0,0,0
102553,es,jajajajaa pues nooo mujer empoderada automovil stica burda carro,14,NO,-,0,0,0,0,0,0,1
102554,es,si mujer empoderada ofendes cilmente lev tico yisus nostre siny cervell vessant li per orelles predicador wall street,26,YES,DIRECT,0,3,1,0,0,0,0
102555,es,mujer empoderada carism tica defensora pilares democracia futura presidenta ahorayasna ahoraescuando,24,NO,-,0,0,0,0,0,0,1
102556,es,creo mujer empoderada persona merece conocer suelen ser admirables mujer descerebrada fracaso resto,26,YES,JUDGEMENTAL,0,3,2,0,0,0,0
102557,es,potrillo jotrilla andy warhol chavela vargas martha debayle fabiruchis ora luchona ejecutiva avon abuelita locochona mujer empoderada santa muerte viejo lesbiano anuncio zapatos ortop dicos borcegui muri gato cabeza,41,NO,-,0,0,0,0,0,0,1
102558,es,mujer empoderada comando tiburon prohibidollorar mimusica,10,NO,-,0,0,0,0,0,0,1
102559,es,dale empoderamiento dolor parece as saben realmente mujer empoderada autoestima regulin cabezas regulin tirando mal,35,YES,DIRECT,0,4,0,0,0,0,0
102560,es,fabuloso chica felicito haces gran esfuerzo s encima fechas complicado dieta mujer empoderada puede quiero much simo amiga preciosa,36,NO,-,0,0,0,0,0,0,1
102561,es,entiendan cabezas vacias saben fiel reflejo ignorancia asuntos pol tica cobstituciin etc habr averiguar discursos campa respeto mujer florero,42,YES,DIRECT,0,4,1,0,0,0,0
102562,es,ppr favor respeten solo queremos ser mujer florero est completamente obsesionados conmigo clapping hands light skin tone clapping hands light skin tone,16,YES,DIRECT,0,3,3,0,0,0,0
102563,es,error confundir sensualidad mujer objeto venir junto menos normalmente nadie quiere mujer florero,24,YES,JUDGEMENTAL,0,1,4,0,0,0,0
102564,es,anda capachao madre flori qu querr investigarlo flori si dedicaras s tiempo formarte leer vez rato vil haciendo rid culo twitter ser facha tonta mujer florero valga redundancia paren flori,50,YES,DIRECT,0,1,1,0,0,0,0
102565,es,ahora si siento mujer florero,8,NO,-,0,0,0,0,0,0,1
102566,es,tambi opino sido victima pica mujer florero ad buscaba usarla antojo final prestado machaque punto puede manipular ad persona seguro oa sido victima verdugo,54,YES,DIRECT,0,1,3,0,0,0,0
102567,es,d levantas dicen seis obras mujer florero open mind welcome to the malec flor magnolias acero importancia llamarse arnesto formar parte libro publicado power of color,41,NO,-,0,0,0,0,0,0,1
102568,es,pienso mismo dos parejas anteriores mujer florero vestidos caros gusta rfloressitieneeducacion,24,NO,-,0,0,0,0,0,0,1
102569,es,vueltas da decir quiero mujer florero,16,NO,-,0,0,0,0,0,0,1
102570,es,encima va periodista deportiva cubre tbol vamos pensar papel curros mujer florero,24,YES,JUDGEMENTAL,0,3,3,0,0,0,0
102571,es,secretfinalistas cretina ven acabar imagen mujer florero necesitaba escote destacar vaya right arrow escote right arrow ir programas mierd cr ticaba vender polvo si woman facepalming woman facepalming sentirte superior carreras quedado,47,YES,DIRECT,0,1,2,0,0,0,0
102572,es,qui sabe si despu baila sola creci convirti mujer florero recordandobuenam sica,19,NO,-,0,0,0,0,0,0,1
102573,es,millonario mujer florero comprados mujeres pobres,11,YES,DIRECT,0,1,3,0,0,0,0
102574,es,ltimo claro quiero ser mujer florero squinting face with tongue,16,NO,-,0,0,0,0,0,0,1
102575,es,f jate cuenta pecados pasado convirti gwen mejor personaje dej ser simple mujer florero muerta creo bastante solo opini n,38,YES,DIRECT,0,3,1,0,0,0,0
102576,es,s alguien tan unineuronal expresa forma lis zirdis ser izq darse cuenta ci mujer florero ideal candidato,35,YES,DIRECT,0,3,2,0,0,0,0
102577,es,pues entiendo ejerce profesi ingresos pagarse hotel ser mujer florero,21,YES,DIRECT,0,3,2,0,0,0,0
102578,es,bien mujer florero trabajar hacer vida salir ambiciosa vale face with rolling eyes face with rolling eyes face with rolling eyes face with rolling eyes,28,YES,DIRECT,0,4,3,0,0,0,0
102579,es,puede decir delegada desgobierno madrid mujer florero,14,YES,DIRECT,0,1,4,0,0,0,0
102580,es,pol mico partida elecci mujer florero atractiva ser jefa prensa fiore as llamar atenci hombres mundo tan masculino mundo tbol,43,YES,DIRECT,0,3,4,0,0,0,0
102581,es,veo asco creo feminista provida feministas isabel castilla s juana arco curie feminista mujer libre aspira excelencia conviene rendir sem ntica presentar batalla imo,47,NO,-,0,0,0,0,0,0,1
102582,es,ahora mujer libre gracias conocimiento,10,NO,-,0,0,0,0,0,0,1
102583,es,apenas pod respirar eternos segundos silencio fascinaci h wl palpable primera mil sima confirmar asust hizo sentir menos monstruo s mujer libre hab criado lupang,44,NO,-,0,0,0,0,0,0,1
102584,es,depende cabrona est extinguiendoalgo as mismo mujer libre mujer libertina,26,YES,DIRECT,0,0,2,0,0,1,0
102585,es,jajajajajajaj puedo respuestas perdona mujer libre pa libre,17,NO,-,0,0,0,0,0,0,1
102586,es,gestionar emociones manera correcta mayores retos poder ser mujer libre olvidarme madre esposa pucha si alguien formula equilibre diga,39,YES,REPORTED,0,3,2,0,0,0,0
102587,es,abrir grandes alamedas pase hombre mujer libre construir sociedad mejor salvador allende,20,NO,-,0,0,0,0,0,0,1
102588,es,cuesti v s all adara ea mujer libre ingobernable parece tirar s valores patriarcales,23,NO,-,0,0,0,0,0,0,1
102589,es,sonrisa dijeron quiero brotaron frases tradicionales mujer libre hombre soltero noche s linda mundo aunque durara tan solo segundo s arrepiento aquel momento llevo grabado pensamiento,52,NO,-,0,0,0,0,0,0,1
102590,es,voy sacar cuenta tinder pondr busco alguien mantenga pues cans fingir ser mujer libre empoderada inteligente relieved face face with tears of joy ser funcione,32,YES,DIRECT,0,2,3,0,0,0,0
102591,es,voy casada hija puta mujer libre nadie ata igual re rechazaste carpa,25,YES,JUDGEMENTAL,0,1,1,0,0,0,0
102592,es,mujer libre debes ning respeto nadie menos alguien da as haz apetezca siempremis amigas sparkles,43,NO,-,0,0,0,0,0,0,1
102593,es,hoy presenta economiacircular mujer digital mujer libre wstartupc,21,NO,-,0,0,0,0,0,0,1
102594,es,miren impongo miedo alg sentimiento inc modo lilith casa lilith mujer libre asusta,30,NO,-,0,0,0,0,0,0,1
102595,es,mujer sr influencer guap sima mujer libre,13,NO,-,0,0,0,0,0,0,1
102596,es,vez qu pas des bola sos mujer libre porqu darle cuentas nadie menos red social disfrut vida forma s guste resto callen perd molestan moralistas redes,59,NO,-,0,0,0,0,0,0,1
102597,es,solo si est cabeza dijo importante mujer respeta asunto mo tratan si sintiera mal tendr hijo mujer libre crees cazafortunas hipocres,55,NO,-,0,0,0,0,0,0,1
102598,es,britney spears celebra mujer libre pol mica foto instagram,15,NO,-,0,0,0,0,0,0,1
102599,es,ganador premio machista oro criticar mujer libre serlo est pasad simo re rse situaci compleja puede ser mas casposo destila envidia amargura pat tica,44,YES,JUDGEMENTAL,0,2,2,0,0,1,0
102600,es,cualquier mujer libre pensadora empoderada tratada bruja perseguida quemada hoguera podemos decir mujeres luchaban establecido primeras feministas historia circulodebrujas brujeria hechiceria,36,YES,REPORTED,0,3,0,0,0,0,0
102601,es,mujer obediente follable musulmana bien sumisa mujer videosporno xxx pornogratis,19,YES,DIRECT,0,2,4,0,0,0,0
102602,es,jes nazareth mam terrenal azucena pap espiritual dios conforma padre hijo esp ritu santo mar mujer obediente sumisa or uso volverse hombre carne hueso peeeero representa m,56,NO,-,0,0,0,0,0,0,1
102603,es,gusta mujer obediente hermosa lista duda empiezas desvestirme enorme trozo carne bajo tela ocultaba cilmente podr romper cierre si amor calidad tela,41,YES,DIRECT,0,2,3,0,0,0,0
102604,es,hoy inicio lectura mujer obediente,10,NO,-,0,0,0,0,0,0,1
102605,es,veces gustaria ser mujer obediente hacerte comida lavarte ropa comer rabo drooling face tendria co ito siempre perfecto solo tendrias preocuparte sacartela metermela,37,YES,DIRECT,0,3,3,0,0,0,0
